k79_72326	965
k79_12057	0
k79_24115	0
k79_84383	2419
k79_60290	1020
k79_12062	2759
k79_24124	2882
k79_60291	2419
k79_24128	1586
k79_12069	2118
k79_72330	1020
k79_24129	1586
k79_36193	1586
k79_60292	2882
k79_48272	1586
k79_36196	1586
k79_12082	1586
k79_24136	1020
k79_63	0
k79_60306	1586
k79_60307	1586
k79_60315	939
k79_78	2759
k79_48307	0
k79_72343	1020
k79_24169	0
k79_84476	0
k79_60331	1185
k79_24176	965
k79_84479	454
k79_36249	0
k79_24177	1586
k79_12139	1586
k79_83	2455
k79_48325	0
k79_97	2485
k79_60356	2882
k79_12152	0
k79_36274	2882
k79_98	2882
k79_36276	2759
k79_48345	1586
k79_12156	2419
k79_48347	2419
k79_60369	4109
k79_84511	0
k79_72388	0
k79_36278	1586
k79_48353	1390
k79_12162	0
k79_72394	1586
k79_60380	1390
k79_24230	1586
k79_48360	1586
k79_72405	0
k79_110	965
k79_24234	0
k79_60389	1390
k79_115	0
k79_84523	965
k79_36296	1586
k79_60394	1185
k79_24240	2882
k79_72422	0
k79_12204	2759
k79_84542	939
k79_145	0
k79_48372	0
k79_12215	4109
k79_24259	1586
k79_72427	2882
k79_153	2759
k79_24261	965
k79_60436	1586
k79_162	1020
k79_84579	2118
k79_72441	454
k79_48405	1586
k79_165	0
k79_72449	1586
k79_48408	2419
k79_36358	0
k79_169	2485
k79_72454	1185
k79_60464	1586
k79_12216	1020
k79_24278	2882
k79_173	2126
k79_60471	1185
k79_12218	2759
k79_84617	0
k79_36376	1586
k79_60488	0
k79_84621	1586
k79_72483	2759
k79_60489	1586
k79_36390	454
k79_84623	1586
k79_12239	0
k79_212	1586
k79_60494	0
k79_84629	1586
k79_72511	0
k79_214	1020
k79_60505	2485
k79_84645	2419
k79_36427	1586
k79_60506	1020
k79_12257	2419
k79_36429	2766
k79_60509	1586
k79_12265	2759
k79_72555	0
k79_238	2882
k79_48449	0
k79_60531	1586
k79_48450	965
k79_12272	454
k79_48451	2419
k79_60534	0
k79_72562	1586
k79_84687	2766
k79_24304	2455
k79_60535	0
k79_12276	2759
k79_24308	1586
k79_60537	2419
k79_36479	1586
k79_24310	0
k79_12284	0
k79_48481	939
k79_48482	1586
k79_24316	0
k79_60538	965
k79_36491	2759
k79_60539	2419
k79_12296	1586
k79_84723	1586
k79_48512	1586
k79_84733	2419
k79_60566	0
k79_36524	4109
k79_261	0
k79_48513	1586
k79_84737	2419
k79_12327	1586
k79_72597	2455
k79_24329	2455
k79_36525	0
k79_60588	0
k79_12330	0
k79_48529	1586
k79_24337	939
k79_36534	1185
k79_280	1586
k79_60606	1586
k79_48539	1586
k79_12338	454
k79_84763	2759
k79_288	0
k79_60611	2759
k79_72624	0
k79_48540	0
k79_12341	0
k79_60613	1586
k79_307	0
k79_36538	1020
k79_48561	939
k79_84782	1586
k79_12362	0
k79_311	1586
k79_24382	0
k79_48565	0
k79_60642	2882
k79_329	0
k79_36559	2882
k79_12377	1586
k79_84801	1020
k79_330	1586
k79_72685	1586
k79_48576	2882
k79_60652	1586
k79_336	2766
k79_84817	1586
k79_36575	0
k79_24414	2882
k79_84824	0
k79_344	1586
k79_36579	0
k79_12399	2118
k79_48591	965
k79_24425	0
k79_72714	2419
k79_48596	2759
k79_60691	0
k79_24427	1586
k79_36584	0
k79_12408	1586
k79_60692	0
k79_350	2882
k79_48607	0
k79_84825	1020
k79_60697	2882
k79_24440	2882
